x,y,predicted_class
1.23418,-0.905063,0
1.26709,-0.905063,0
1.3,-0.905063,0
-1.3,-0.872152,2
-1.26709,-0.872152,2
-1.23418,-0.872152,2
-1.20127,-0.872152,2
-1.16835,-0.872152,2
-1.13544,-0.872152,2
-1.10253,-0.872152,2
-1.06962,-0.872152,2
-1.03671,-0.872152,2
-1.0038,-0.872152,2
-0.970886,-0.872152,2
-0.937975,-0.872152,2
-0.905063,-0.872152,2
-0.872152,-0.872152,2
-0.83924,-0.872152,2
-0.806329,-0.872152,2
-0.773418,-0.872152,2
-0.740506,-0.872152,2
-0.707595,-0.872152,0
-0.674684,-0.872152,0
-0.641772,-0.872152,0
-0.608861,-0.872152,0
-0.575949,-0.872152,0
-0.543038,-0.872152,0
-0.510127,-0.872152,0
-0.477215,-0.872152,0
-0.444304,-0.872152,0
-0.411392,-0.872152,0
-0.378481,-0.872152,0
-0.34557,-0.872152,0
-0.312658,-0.872152,0
-0.279747,-0.872152,0
-0.246835,-0.872152,0
-0.213924,-0.872152,0
-0.181013,-0.872152,0
-0.148101,-0.872152,0
-0.11519,-0.872152,0
-0.0822785,-0.872152,0
-0.0493671,-0.872152,0
-0.0164558,-0.872152,0
0.0164558,-0.872152,0
0.0493671,-0.872152,0
0.0822785,-0.872152,0
0.11519,-0.872152,0
0.148101,-0.872152,0
0.181013,-0.872152,0
0.213924,-0.872152,0
0.246835,-0.872152,0
0.279747,-0.872152,0
0.312658,-0.872152,0
0.34557,-0.872152,0
0.378481,-0.872152,0
0.411392,-0.872152,0
0.444304,-0.872152,0
0.477215,-0.872152,0
0.510127,-0.872152,0
0.543038,-0.872152,0
0.575949,-0.872152,0
0.608861,-0.872152,0
0.641772,-0.872152,0
0.674684,-0.872152,0
0.707595,-0.872152,0
0.740506,-0.872152,0
0.773418,-0.872152,0
0.806329,-0.872152,0
0.839241,-0.872152,0
0.872152,-0.872152,0
0.905063,-0.872152,0
0.937975,-0.872152,0
0.970886,-0.872152,0
1.0038,-0.872152,0
1.03671,-0.872152,0
1.06962,-0.872152,0
1.10253,-0.872152,0
1.13544,-0.872152,0
1.16835,-0.872152,0
1.20127,-0.872152,0
1.23418,-0.872152,0
1.26709,-0.872152,0
1.3,-0.872152,0
-1.3,-0.83924,2
-1.26709,-0.83924,2
-1.23418,-0.83924,2
-1.20127,-0.83924,2
-1.16835,-0.83924,2
-1.13544,-0.83924,2
-1.10253,-0.83924,2
-1.06962,-0.83924,2
-1.03671,-0.83924,2
-1.0038,-0.83924,2
-0.970886,-0.83924,2
-0.937975,-0.83924,2
-0.905063,-0.83924,2
-0.872152,-0.83924,2
-0.83924,-0.83924,2
-0.806329,-0.83924,2
-0.773418,-0.83924,2
-0.740506,-0.83924,2
-0.707595,-0.83924,2
-0.674684,-0.83924,2
-0.641772,-0.83924,0
-0.608861,-0.83924,0
-0.575949,-0.83924,0
-0.543038,-0.83924,0
-0.510127,-0.83924,0
-0.477215,-0.83924,0
-0.444304,-0.83924,0
-0.411392,-0.83924,0
-0.378481,-0.83924,0
-0.34557,-0.83924,0
-0.312658,-0.83924,0
-0.279747,-0.83924,0
-0.246835,-0.83924,0
-0.213924,-0.83924,0
-0.181013,-0.83924,0
-0.148101,-0.83924,0
-0.11519,-0.83924,0
-0.0822785,-0.83924,0
-0.0493671,-0.83924,0
-0.0164558,-0.83924,0
0.0164558,-0.83924,0
0.0493671,-0.83924,0
0.0822785,-0.83924,0
0.11519,-0.83924,1
0.148101,-0.83924,0
0.181013,-0.83924,0
0.213924,-0.83924,0
0.246835,-0.83924,0
0.279747,-0.83924,0
0.312658,-0.83924,0
0.34557,-0.83924,0
0.378481,-0.83924,0
0.411392,-0.83924,0
0.444304,-0.83924,0
0.477215,-0.83924,0
0.510127,-0.83924,0
0.543038,-0.83924,0
0.575949,-0.83924,0
0.608861,-0.83924,0
0.641772,-0.83924,0
0.674684,-0.83924,0
0.707595,-0.83924,0
0.740506,-0.83924,0
0.773418,-0.83924,0
0.806329,-0.83924,0
0.839241,-0.83924,0
0.872152,-0.83924,0
0.905063,-0.83924,0
0.937975,-0.83924,0
0.970886,-0.83924,0
1.0038,-0.83924,0
1.03671,-0.83924,0
1.06962,-0.83924,0
1.10253,-0.83924,0
1.13544,-0.83924,0
1.16835,-0.83924,0
1.20127,-0.83924,0
1.23418,-0.83924,0
1.26709,-0.83924,0
1.3,-0.83924,0
-1.3,-0.806329,2
-1.26709,-0.806329,2
-1.23418,-0.806329,2
-1.20127,-0.806329,2
-1.16835,-0.806329,2
-1.13544,-0.806329,2
-1.10253,-0.806329,2
-1.06962,-0.806329,2
-1.03671,-0.806329,2
-1.0038,-0.806329,2
-0.970886,-0.806329,2
-0.937975,-0.806329,2
-0.905063,-0.806329,2
-0.872152,-0.806329,2
-0.83924,-0.806329,2
-0.806329,-0.806329,2
-0.773418,-0.806329,2
-0.740506,-0.806329,2
-0.707595,-0.806329,2
-0.674684,-0.806329,2
-0.641772,-0.806329,2
-0.608861,-0.806329,2
-0.575949,-0.806329,0
-0.543038,-0.806329,0
-0.510127,-0.806329,0
-0.477215,-0.806329,0
-0.444304,-0.806329,0
-0.411392,-0.806329,0
-0.378481,-0.806329,0
-0.34557,-0.806329,0
-0.312658,-0.806329,0
-0.279747,-0.806329,0
-0.246835,-0.806329,0
-0.213924,-0.806329,0
-0.181013,-0.806329,0
-0.148101,-0.806329,0
-0.11519,-0.806329,0
-0.0822785,-0.806329,0
-0.0493671,-0.806329,0
-0.0164558,-0.806329,0
0.0164558,-0.806329,0
0.0493671,-0.806329,1
0.0822785,-0.806329,1
0.11519,-0.806329,1
0.148101,-0.806329,1
0.181013,-0.806329,0
0.213924,-0.806329,0
0.246835,-0.806329,0
0.279747,-0.806329,0
0.312658,-0.806329,0
0.34557,-0.806329,0
0.378481,-0.806329,0
0.411392,-0.806329,0
0.444304,-0.806329,0
0.477215,-0.806329,0
0.510127,-0.806329,0
0.543038,-0.806329,0
0.575949,-0.806329,0
0.608861,-0.806329,0
0.641772,-0.806329,0
0.674684,-0.806329,0
0.707595,-0.806329,0
0.740506,-0.806329,0
0.773418,-0.806329,0
0.806329,-0.806329,0
0.839241,-0.806329,0
0.872152,-0.806329,0
0.905063,-0.806329,0
0.937975,-0.806329,0
0.970886,-0.806329,0
1.0038,-0.806329,0
1.03671,-0.806329,0
1.06962,-0.806329,0
1.10253,-0.806329,0
1.13544,-0.806329,0
1.16835,-0.806329,0
1.20127,-0.806329,0
1.23418,-0.806329,0
1.26709,-0.806329,0
1.3,-0.806329,0
-1.3,-0.773418,2
-1.26709,-0.773418,2
-1.23418,-0.773418,2
-1.20127,-0.773418,2
-1.16835,-0.773418,2
-1.13544,-0.773418,2
-1.10253,-0.773418,2
-1.06962,-0.773418,2
-1.03671,-0.773418,2
-1.0038,-0.773418,2
-0.970886,-0.773418,2
-0.937975,-0.773418,2
-0.905063,-0.773418,2
-0.872152,-0.773418,2
-0.83924,-0.773418,2
-0.806329,-0.773418,2
-0.773418,-0.773418,2
-0.740506,-0.773418,2
-0.707595,-0.773418,2
-0.674684,-0.773418,2
-0.641772,-0.773418,2
-0.608861,-0.773418,2
-0.575949,-0.773418,2
-0.543038,-0.773418,0
-0.510127,-0.773418,0
-0.477215,-0.773418,0
-0.444304,-0.773418,0
-0.411392,-0.773418,0
-0.378481,-0.773418,0
-0.34557,-0.773418,0
-0.312658,-0.773418,0
-0.279747,-0.773418,0
-0.246835,-0.773418,0
-0.213924,-0.773418,0
-0.181013,-0.773418,0
-0.148101,-0.773418,0
-0.11519,-0.773418,0
-0.0822785,-0.773418,0
-0.0493671,-0.773418,1
-0.0164558,-0.773418,1
0.0164558,-0.773418,1
0.0493671,-0.773418,1
0.0822785,-0.773418,1
0.11519,-0.773418,1
0.148101,-0.773418,1
0.181013,-0.773418,1
0.213924,-0.773418,1
0.246835,-0.773418,0
0.279747,-0.773418,0
0.312658,-0.773418,0
0.34557,-0.773418,0
0.378481,-0.773418,0
0.411392,-0.773418,0
0.444304,-0.773418,0
0.477215,-0.773418,0
0.510127,-0.773418,0
0.543038,-0.773418,0
0.575949,-0.773418,0
0.608861,-0.773418,0
0.641772,-0.773418,0
0.674684,-0.773418,0
0.707595,-0.773418,0
0.740506,-0.773418,0
0.773418,-0.773418,0
0.806329,-0.773418,0
0.839241,-0.773418,0
0.872152,-0.773418,0
0.905063,-0.773418,0
0.937975,-0.773418,0
0.970886,-0.773418,0
1.0038,-0.773418,0
1.03671,-0.773418,0
1.06962,-0.773418,0
1.10253,-0.773418,0
1.13544,-0.773418,0
1.16835,-0.773418,0
1.20127,-0.773418,0
1.23418,-0.773418,0
1.26709,-0.773418,0
1.3,-0.773418,0
-1.3,-0.740506,2
-1.26709,-0.740506,2
-1.23418,-0.740506,2
-1.20127,-0.740506,2
-1.16835,-0.740506,2
-1.13544,-0.740506,2
-1.10253,-0.740506,2
-1.06962,-0.740506,2
-1.03671,-0.740506,2
-1.0038,-0.740506,2
-0.970886,-0.740506,2
-0.937975,-0.740506,2
-0.905063,-0.740506,2
-0.872152,-0.740506,2
-0.83924,-0.740506,2
-0.806329,-0.740506,2
-0.773418,-0.740506,2
-0.740506,-0.740506,2
-0.707595,-0.740506,2
-0.674684,-0.740506,2
-0.641772,-0.740506,2
-0.608861,-0.740506,2
-0.575949,-0.740506,2
-0.543038,-0.740506,0
-0.510127,-0.740506,0
-0.477215,-0.740506,0
-0.444304,-0.740506,0
-0.411392,-0.740506,0
-0.378481,-0.740506,0
-0.34557,-0.740506,0
-0.312658,-0.740506,0
-0.279747,-0.740506,0
-0.246835,-0.740506,0
-0.213924,-0.740506,0
-0.181013,-0.740506,1
-0.148101,-0.740506,1
-0.11519,-0.740506,1
-0.0822785,-0.740506,1
-0.0493671,-0.740506,1
-0.0164558,-0.740506,1
0.0164558,-0.740506,1
0.0493671,-0.740506,1
0.0822785,-0.740506,1
0.11519,-0.740506,1
0.148101,-0.740506,1
0.181013,-0.740506,1
0.213924,-0.740506,1
0.246835,-0.740506,1
0.279747,-0.740506,1
0.312658,-0.740506,1
0.34557,-0.740506,1
0.378481,-0.740506,0
0.411392,-0.740506,0
0.444304,-0.740506,0
0.477215,-0.740506,0
0.510127,-0.740506,0
0.543038,-0.740506,0
0.575949,-0.740506,0
0.608861,-0.740506,0
0.641772,-0.740506,0
0.674684,-0.740506,0
0.707595,-0.740506,0
0.740506,-0.740506,0
0.773418,-0.740506,0
0.806329,-0.740506,0
0.839241,-0.740506,0
0.872152,-0.740506,0
0.905063,-0.740506,0
0.937975,-0.740506,0
0.970886,-0.740506,0
1.0038,-0.740506,0
1.03671,-0.740506,0
1.06962,-0.740506,0
1.10253,-0.740506,0
1.13544,-0.740506,0
1.16835,-0.740506,0
1.20127,-0.740506,0
1.23418,-0.740506,0
1.26709,-0.740506,0
1.3,-0.740506,0
-1.3,-0.707595,2
-1.26709,-0.707595,2
-1.23418,-0.707595,2
-1.20127,-0.707595,2
-1.16835,-0.707595,2
-1.13544,-0.707595,2
-1.10253,-0.707595,2
-1.06962,-0.707595,2
-1.03671,-0.707595,2
-1.0038,-0.707595,2
-0.970886,-0.707595,2
-0.937975,-0.707595,2
-0.905063,-0.707595,2
-0.872152,-0.707595,2
-0.83924,-0.707595,2
-0.806329,-0.707595,2
-0.773418,-0.707595,2
-0.740506,-0.707595,2
-0.707595,-0.707595,2
-0.674684,-0.707595,2
-0.641772,-0.707595,2
-0.608861,-0.707595,2
-0.575949,-0.707595,2
-0.543038,-0.707595,0
-0.510127,-0.707595,0
-0.477215,-0.707595,0
-0.444304,-0.707595,0
-0.411392,-0.707595,0
-0.378481,-0.707595,0
-0.34557,-0.707595,0
-0.312658,-0.707595,0
-0.279747,-0.707595,0
-0.246835,-0.707595,1
-0.213924,-0.707595,1
-0.181013,-0.707595,1
-0.148101,-0.707595,1
-0.11519,-0.707595,1
-0.0822785,-0.707595,1
-0.0493671,-0.707595,1
-0.0164558,-0.707595,1
0.0164558,-0.707595,1
0.0493671,-0.707595,1
0.0822785,-0.707595,1
0.11519,-0.707595,1
0.148101,-0.707595,1
0.181013,-0.707595,1
0.213924,-0.707595,1
0.246835,-0.707595,1
0.279747,-0.707595,1
0.312658,-0.707595,1
0.34557,-0.707595,1
0.378481,-0.707595,1
0.411392,-0.707595,1
0.444304,-0.707595,1
0.477215,-0.707595,0
0.510127,-0.707595,0
0.543038,-0.707595,0
0.575949,-0.707595,0
0.608861,-0.707595,0
0.641772,-0.707595,0
0.674684,-0.707595,0
0.707595,-0.707595,0
0.740506,-0.707595,0
0.773418,-0.707595,0
0.806329,-0.707595,0
0.839241,-0.707595,0
0.872152,-0.707595,0
0.905063,-0.707595,0
0.937975,-0.707595,0
0.970886,-0.707595,0
1.0038,-0.707595,0
1.03671,-0.707595,0
1.06962,-0.707595,0
1.10253,-0.707595,0
1.13544,-0.707595,0
1.16835,-0.707595,0
1.20127,-0.707595,0
1.23418,-0.707595,0
1.26709,-0.707595,0
1.3,-0.707595,0
-1.3,-0.674684,2
-1.26709,-0.674684,2
-1.23418,-0.674684,2
-1.20127,-0.674684,2
-1.16835,-0.674684,2
-1.13544,-0.674684,2
-1.10253,-0.674684,2
-1.06962,-0.674684,2
-1.03671,-0.674684,2
-1.0038,-0.674684,2
-0.970886,-0.674684,2
-0.937975,-0.674684,2
-0.905063,-0.674684,2
-0.872152,-0.674684,2
-0.83924,-0.674684,2
-0.806329,-0.674684,2
-0.773418,-0.674684,2
-0.740506,-0.674684,2
-0.707595,-0.674684,2
-0.674684,-0.674684,2
-0.641772,-0.674684,2
-0.608861,-0.674684,2
-0.575949,-0.674684,0
-0.543038,-0.674684,0
-0.510127,-0.674684,0
-0.477215,-0.674684,0
-0.444304,-0.674684,0
-0.411392,-0.674684,0
-0.378481,-0.674684,0
-0.34557,-0.674684,0
-0.312658,-0.674684,1
-0.279747,-0.674684,1
-0.246835,-0.674684,1
-0.213924,-0.674684,1
-0.181013,-0.674684,1
-0.148101,-0.674684,1
-0.11519,-0.674684,1
-0.0822785,-0.674684,1
-0.0493671,-0.674684,1
-0.0164558,-0.674684,1
0.0164558,-0.674684,1
0.0493671,-0.674684,1
0.0822785,-0.674684,1
0.11519,-0.674684,1
0.148101,-0.674684,1
0.181013,-0.674684,1
0.213924,-0.674684,1
0.246835,-0.674684,1
0.279747,-0.674684,1
0.312658,-0.674684,1
0.34557,-0.674684,1
0.378481,-0.674684,1
0.411392,-0.674684,1
0.444304,-0.674684,1
0.477215,-0.674684,1
0.510127,-0.674684,1
0.543038,-0.674684,0
0.575949,-0.674684,0
0.608861,-0.674684,0
0.641772,-0.674684,0
0.674684,-0.674684,0
0.707595,-0.674684,0
0.740506,-0.674684,0
0.773418,-0.674684,0
0.806329,-0.674684,0
0.839241,-0.674684,0
0.872152,-0.674684,0
0.905063,-0.674684,0
0.937975,-0.674684,0
0.970886,-0.674684,0
1.0038,-0.674684,0
1.03671,-0.674684,0
1.06962,-0.674684,0
1.10253,-0.674684,0
1.13544,-0.674684,0
1.16835,-0.674684,0
1.20127,-0.674684,0
1.23418,-0.674684,0
1.26709,-0.674684,0
1.3,-0.674684,0
-1.3,-0.641772,2
-1.26709,-0.641772,2
-1.23418,-0.641772,2
-1.20127,-0.641772,2
-1.16835,-0.641772,2
-1.13544,-0.641772,2
-1.10253,-0.641772,2
-1.06962,-0.641772,2
-1.03671,-0.641772,2
-1.0038,-0.641772,2
-0.970886,-0.641772,2
-0.937975,-0.641772,2
-0.905063,-0.641772,2
-0.872152,-0.641772,2
-0.83924,-0.641772,2
-0.806329,-0.641772,2
-0.773418,-0.641772,2
-0.740506,-0.641772,2
-0.707595,-0.641772,2
-0.674684,-0.641772,2
-0.641772,-0.641772,2
-0.608861,-0.641772,0
-0.575949,-0.641772,0
-0.543038,-0.641772,0
-0.510127,-0.641772,0
-0.477215,-0.641772,0
-0.444304,-0.641772,0
-0.411392,-0.641772,0
-0.378481,-0.641772,1
-0.34557,-0.641772,1
-0.312658,-0.641772,1
-0.279747,-0.641772,1
-0.246835,-0.641772,1
-0.213924,-0.641772,1
-0.181013,-0.641772,1
-0.148101,-0.641772,1
-0.11519,-0.641772,1
-0.0822785,-0.641772,1
-0.0493671,-0.641772,1
-0.0164558,-0.641772,1
0.0164558,-0.641772,1
0.0493671,-0.641772,1
0.0822785,-0.641772,1
0.11519,-0.641772,1
0.148101,-0.641772,1
0.181013,-0.641772,1
0.213924,-0.641772,1
0.246835,-0.641772,1
0.279747,-0.641772,1
0.312658,-0.641772,1
0.34557,-0.641772,1
0.378481,-0.641772,1
0.411392,-0.641772,1
0.444304,-0.641772,1
0.477215,-0.641772,1
0.510127,-0.641772,1
0.543038,-0.641772,1
0.575949,-0.641772,0
0.608861,-0.641772,0
0.641772,-0.641772,0
0.674684,-0.641772,0
0.707595,-0.641772,0
0.740506,-0.641772,0
0.773418,-0.641772,0
0.806329,-0.641772,0
0.839241,-0.641772,0
0.872152,-0.641772,0
0.905063,-0.641772,0
0.937975,-0.641772,0
0.970886,-0.641772,0
1.0038,-0.641772,0
1.03671,-0.641772,0
1.06962,-0.641772,0
1.10253,-0.641772,0
1.13544,-0.641772,0
1.16835,-0.641772,0
1.20127,-0.641772,0
1.23418,-0.641772,0
1.26709,-0.641772,0
1.3,-0.641772,0
-1.3,-0.608861,2
-1.26709,-0.608861,2
-1.23418,-0.608861,2
-1.20127,-0.608861,2
-1.16835,-0.608861,2
-1.13544,-0.608861,2
-1.10253,-0.608861,2
-1.06962,-0.608861,2
-1.03671,-0.608861,2
-1.0038,-0.608861,2
-0.970886,-0.608861,2
-0.937975,-0.608861,2
-0.905063,-0.608861,2
-0.872152,-0.608861,2
-0.83924,-0.608861,2
-0.806329,-0.608861,2
-0.773418,-0.608861,2
-0.740506,-0.608861,2
-0.707595,-0.608861,2
-0.674684,-0.608861,2
-0.641772,-0.608861,0
-0.608861,-0.608861,0
-0.575949,-0.608861,0
-0.543038,-0.608861,0
-0.510127,-0.608861,0
-0.477215,-0.608861,0
-0.444304,-0.608861,0
-0.411392,-0.608861,1
-0.378481,-0.608861,1
-0.34557,-0.608861,1
-0.312658,-0.608861,1
-0.279747,-0.608861,1
-0.246835,-0.608861,1
-0.213924,-0.608861,1
-0.181013,-0.608861,1
-0.148101,-0.608861,2
-0.11519,-0.608861,2
-0.0822785,-0.608861,2
-0.0493671,-0.608861,2
-0.0164558,-0.608861,2
0.0164558,-0.608861,2
0.0493671,-0.608861,2
0.0822785,-0.608861,2
0.11519,-0.608861,2
0.148101,-0.608861,2
0.181013,-0.608861,2
0.213924,-0.608861,1
0.246835,-0.608861,1
0.279747,-0.608861,1
0.312658,-0.608861,1
0.34557,-0.608861,1
0.378481,-0.608861,1
0.411392,-0.608861,1
0.444304,-0.608861,1
0.477215,-0.608861,1
0.510127,-0.608861,1
0.543038,-0.608861,1
0.575949,-0.608861,1
0.608861,-0.608861,0
0.641772,-0.608861,0
0.674684,-0.608861,0
0.707595,-0.608861,0
0.740506,-0.608861,0
0.773418,-0.608861,0
0.806329,-0.608861,0
0.839241,-0.608861,0
0.872152,-0.608861,0
0.905063,-0.608861,0
0.937975,-0.608861,0
0.970886,-0.608861,0
1.0038,-0.608861,0
1.03671,-0.608861,0
1.06962,-0.608861,0
1.10253,-0.608861,0
1.13544,-0.608861,0
1.16835,-0.608861,0
1.20127,-0.608861,0
1.23418,-0.608861,0
1.26709,-0.608861,0
1.3,-0.608861,0
-1.3,-0.575949,2
-1.26709,-0.575949,2
-1.23418,-0.575949,2
-1.20127,-0.575949,2
-1.16835,-0.575949,2
-1.13544,-0.575949,2
-1.10253,-0.575949,2
-1.06962,-0.575949,2
-1.03671,-0.575949,2
-1.0038,-0.575949,2
-0.970886,-0.575949,2
-0.937975,-0.575949,2
-0.905063,-0.575949,2
-0.872152,-0.575949,2
-0.83924,-0.575949,2
-0.806329,-0.575949,2
-0.773418,-0.575949,2
-0.740506,-0.575949,2
-0.707595,-0.575949,2
-0.674684,-0.575949,0
-0.641772,-0.575949,0
-0.608861,-0.575949,0
-0.575949,-0.575949,0
-0.543038,-0.575949,0
-0.510127,-0.575949,0
-0.477215,-0.575949,0
-0.444304,-0.575949,0
-0.411392,-0.575949,1
-0.378481,-0.575949,1
-0.34557,-0.575949,1
-0.312658,-0.575949,1
-0.279747,-0.575949,1
-0.246835,-0.575949,1
-0.213924,-0.575949,1
-0.181013,-0.575949,2
-0.148101,-0.575949,2
-0.11519,-0.575949,2
-0.0822785,-0.575949,2
-0.0493671,-0.575949,2
-0.0164558,-0.575949,2
0.0164558,-0.575949,2
0.0493671,-0.575949,2
0.0822785,-0.575949,2
0.11519,-0.575949,2
0.148101,-0.575949,2
0.181013,-0.575949,2
0.213924,-0.575949,2
0.246835,-0.575949,2
0.279747,-0.575949,2
0.312658,-0.575949,1
0.34557,-0.575949,1
0.378481,-0.575949,1
0.411392,-0.575949,1
0.444304,-0.575949,1
0.477215,-0.575949,1
0.510127,-0.575949,1
0.543038,-0.575949,1
0.575949,-0.575949,1
0.608861,-0.575949,1
0.641772,-0.575949,0
0.674684,-0.575949,0
0.707595,-0.575949,0
0.740506,-0.575949,0
0.773418,-0.575949,0
0.806329,-0.575949,0
0.839241,-0.575949,0
0.872152,-0.575949,0
0.905063,-0.575949,0
0.937975,-0.575949,0
0.970886,-0.575949,0
1.0038,-0.575949,0
1.03671,-0.575949,0
1.06962,-0.575949,0
1.10253,-0.575949,0
1.13544,-0.575949,0
1.16835,-0.575949,0
1.20127,-0.575949,0
1.23418,-0.575949,0
1.26709,-0.575949,0
1.3,-0.575949,0
-1.3,-0.543038,2
-1.26709,-0.543038,2
-1.23418,-0.543038,2
-1.20127,-0.543038,2
-1.16835,-0.543038,2
-1.13544,-0.543038,2
-1.10253,-0.543038,2
-1.06962,-0.543038,2
-1.03671,-0.543038,2
-1.0038,-0.543038,2
-0.970886,-0.543038,2
-0.937975,-0.543038,2
-0.905063,-0.543038,2
-0.872152,-0.543038,2
-0.83924,-0.543038,2
-0.806329,-0.543038,2
-0.773418,-0.543038,2
-0.740506,-0.543038,2
-0.707595,-0.543038,2
-0.674684,-0.543038,0
-0.641772,-0.543038,0
-0.608861,-0.543038,0
-0.575949,-0.543038,0
-0.543038,-0.543038,0
-0.510127,-0.543038,0
-0.477215,-0.543038,0
-0.444304,-0.543038,1
-0.411392,-0.543038,1
-0.378481,-0.543038,1
-0.34557,-0.543038,1
-0.312658,-0.543038,1
-0.279747,-0.543038,1
-0.246835,-0.543038,1
-0.213924,-0.543038,2
-0.181013,-0.543038,2
-0.148101,-0.543038,2
-0.11519,-0.543038,2
-0.0822785,-0.543038,2
-0.0493671,-0.543038,2
-0.0164558,-0.543038,2
0.0164558,-0.543038,2
0.0493671,-0.543038,2
0.0822785,-0.543038,2
0.11519,-0.543038,2
0.148101,-0.543038,2
0.181013,-0.543038,2
0.213924,-0.543038,2
0.246835,-0.543038,2
0.279747,-0.543038,2
0.312658,-0.543038,2
0.34557,-0.543038,2
0.378481,-0.543038,2
0.411392,-0.543038,1
0.444304,-0.543038,1
0.477215,-0.543038,1
0.510127,-0.543038,1
0.543038,-0.543038,1
0.575949,-0.543038,1
0.608861,-0.543038,1
0.641772,-0.543038,1
0.674684,-0.543038,0
0.707595,-0.543038,0
0.740506,-0.543038,0
0.773418,-0.543038,0
0.806329,-0.543038,0
0.839241,-0.543038,0
0.872152,-0.543038,0
0.905063,-0.543038,0
0.937975,-0.543038,0
0.970886,-0.543038,0
1.0038,-0.543038,0
1.03671,-0.543038,0
1.06962,-0.543038,0
1.10253,-0.543038,0
1.13544,-0.543038,0
1.16835,-0.543038,0
1.20127,-0.543038,0
1.23418,-0.543038,0
1.26709,-0.543038,0
1.3,-0.543038,0
-1.3,-0.510127,2
-1.26709,-0.510127,2
-1.23418,-0.510127,2
-1.20127,-0.510127,2
-1.16835,-0.510127,2
-1.13544,-0.510127,2
-1.10253,-0.510127,2
-1.06962,-0.510127,2
-1.03671,-0.510127,2
-1.0038,-0.510127,2
-0.970886,-0.510127,2
-0.937975,-0.510127,2
-0.905063,-0.510127,2
-0.872152,-0.510127,2
-0.83924,-0.510127,2
-0.806329,-0.510127,2
-0.773418,-0.510127,2
-0.740506,-0.510127,2
-0.707595,-0.510127,0
-0.674684,-0.510127,0
-0.641772,-0.510127,0
-0.608861,-0.510127,0
-0.575949,-0.510127,0
-0.543038,-0.510127,0
-0.510127,-0.510127,1
-0.477215,-0.510127,1
-0.444304,-0.510127,1
-0.411392,-0.510127,1
-0.378481,-0.510127,1
-0.34557,-0.510127,1
-0.312658,-0.510127,1
-0.279747,-0.510127,1
-0.246835,-0.510127,2
-0.213924,-0.510127,2
-0.181013,-0.510127,2
-0.148101,-0.510127,2
-0.11519,-0.510127,2
-0.0822785,-0.510127,2
-0.0493671,-0.510127,2
-0.0164558,-0.510127,2
0.0164558,-0.510127,2
0.0493671,-0.510127,2
0.0822785,-0.510127,2
0.11519,-0.510127,2
0.148101,-0.510127,2
0.181013,-0.510127,2
0.213924,-0.510127,2
0.246835,-0.510127,2
0.279747,-0.510127,2
0.312658,-0.510127,2
0.34557,-0.510127,2
0.378481,-0.510127,2
0.411392,-0.510127,2
0.444304,-0.510127,2
0.477215,-0.510127,1
0.510127,-0.510127,1
0.543038,-0.510127,1
0.575949,-0.510127,1
0.608861,-0.510127,1
0.641772,-0.510127,1
0.674684,-0.510127,1
0.707595,-0.510127,0
0.740506,-0.510127,0
0.773418,-0.510127,0
0.806329,-0.510127,0
0.839241,-0.510127,0
0.872152,-0.510127,0
0.905063,-0.510127,0
0.937975,-0.510127,0
0.970886,-0.510127,0
1.0038,-0.510127,0
1.03671,-0.510127,0
1.06962,-0.510127,0
1.10253,-0.510127,0
1.13544,-0.510127,0
1.16835,-0.510127,0
1.20127,-0.510127,0
1.23418,-0.510127,0
1.26709,-0.510127,0
1.3,-0.510127,0
-1.3,-0.477215,2
-1.26709,-0.477215,2
-1.23418,-0.477215,2
-1.20127,-0.477215,2
-1.16835,-0.477215,2
-1.13544,-0.477215,2
-1.10253,-0.477215,2
-1.06962,-0.477215,2
-1.03671,-0.477215,2
-1.0038,-0.477215,2
-0.970886,-0.477215,2
-0.937975,-0.477215,2
-0.905063,-0.477215,2
-0.872152,-0.477215,2
-0.83924,-0.477215,2
-0.806329,-0.477215,2
-0.773418,-0.477215,2
-0.740506,-0.477215,0
-0.707595,-0.477215,0
-0.674684,-0.477215,0
-0.641772,-0.477215,0
-0.608861,-0.477215,0
-0.575949,-0.477215,0
-0.543038,-0.477215,0
-0.510127,-0.477215,1
-0.477215,-0.477215,1
-0.444304,-0.477215,1
-0.411392,-0.477215,1
-0.378481,-0.477215,1
-0.34557,-0.477215,1
-0.312658,-0.477215,1
-0.279747,-0.477215,2
-0.246835,-0.477215,2
-0.213924,-0.477215,2
-0.181013,-0.477215,2
-0.148101,-0.477215,2
-0.11519,-0.477215,2
-0.0822785,-0.477215,2
-0.0493671,-0.477215,2
-0.0164558,-0.477215,2
0.0164558,-0.477215,2
0.0493671,-0.477215,0
0.0822785,-0.477215,0
0.11519,-0.477215,0
0.148101,-0.477215,0
0.181013,-0.477215,0
0.213924,-0.477215,0
0.246835,-0.477215,2
0.279747,-0.477215,2
0.312658,-0.477215,2
0.34557,-0.477215,2
0.378481,-0.477215,2
0.411392,-0.477215,2
0.444304,-0.477215,2
0.477215,-0.477215,2
0.510127,-0.477215,1
0.543038,-0.477215,1
0.575949,-0.477215,1
0.608861,-0.477215,1
0.641772,-0.477215,1
0.674684,-0.477215,1
0.707595,-0.477215,1
0.740506,-0.477215,0
0.773418,-0.477215,0
0.806329,-0.477215,0
0.839241,-0.477215,0
0.872152,-0.477215,0
0.905063,-0.477215,0
0.937975,-0.477215,0
